GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
1400000US36029010600,36029010600,"Census Tract 106, Erie County, New York",1157,80,722,106,435,96
1400000US36029010700,36029010700,"Census Tract 107, Erie County, New York",1061,104,822,88,239,82
1400000US36029010803,36029010803,"Census Tract 108.03, Erie County, New York",877,38,661,48,216,45
1400000US36029010804,36029010804,"Census Tract 108.04, Erie County, New York",1815,83,1327,113,488,115
1400000US36029010805,36029010805,"Census Tract 108.05, Erie County, New York",2144,44,1839,125,305,124
1400000US36029010807,36029010807,"Census Tract 108.07, Erie County, New York",2368,137,1445,158,923,195
1400000US36029010808,36029010808,"Census Tract 108.08, Erie County, New York",1810,101,797,112,1013,135
1400000US36029010809,36029010809,"Census Tract 108.09, Erie County, New York",1300,63,1202,68,98,53
1400000US36029010901,36029010901,"Census Tract 109.01, Erie County, New York",1116,59,1014,83,102,68
1400000US36029010902,36029010902,"Census Tract 109.02, Erie County, New York",2451,125,1253,169,1198,182
1400000US36029011000,36029011000,"Census Tract 110, Erie County, New York",788,48,585,65,203,64
1400000US36029011100,36029011100,"Census Tract 111, Erie County, New York",909,58,818,59,91,42
1400000US36029011200,36029011200,"Census Tract 112, Erie County, New York",3154,114,2399,147,755,144
1400000US36029011300,36029011300,"Census Tract 113, Erie County, New York",2190,148,1608,168,582,153
1400000US36029011400,36029011400,"Census Tract 114, Erie County, New York",941,62,551,69,390,69
1400000US36029011500,36029011500,"Census Tract 115, Erie County, New York",611,46,498,49,113,58
1400000US36029011600,36029011600,"Census Tract 116, Erie County, New York",1029,82,588,55,441,85
1400000US36029011700,36029011700,"Census Tract 117, Erie County, New York",1893,76,1160,100,733,106
1400000US36029011800,36029011800,"Census Tract 118, Erie County, New York",1548,101,1171,97,377,76
1400000US36029012001,36029012001,"Census Tract 120.01, Erie County, New York",1854,93,1519,90,335,97
1400000US36029012002,36029012002,"Census Tract 120.02, Erie County, New York",1416,96,1178,70,238,97
1400000US36029012003,36029012003,"Census Tract 120.03, Erie County, New York",2107,62,1949,95,158,62
1400000US36029012300,36029012300,"Census Tract 123, Erie County, New York",1309,130,636,104,673,152
1400000US36029012400,36029012400,"Census Tract 124, Erie County, New York",932,96,585,84,347,82
1400000US36029012501,36029012501,"Census Tract 125.01, Erie County, New York",2048,139,933,132,1115,186
1400000US36029012502,36029012502,"Census Tract 125.02, Erie County, New York",836,48,596,64,240,61
1400000US36029012800,36029012800,"Census Tract 128, Erie County, New York",1179,79,649,76,530,81
1400000US36029012901,36029012901,"Census Tract 129.01, Erie County, New York",3130,139,1784,187,1346,174
1400000US36029012902,36029012902,"Census Tract 129.02, Erie County, New York",1651,89,1028,77,623,92
1400000US36029013001,36029013001,"Census Tract 130.01, Erie County, New York",1444,71,979,113,465,113
1400000US36029013002,36029013002,"Census Tract 130.02, Erie County, New York",2481,120,2007,167,474,150
1400000US36029013101,36029013101,"Census Tract 131.01, Erie County, New York",2846,119,2310,170,536,167
1400000US36029013102,36029013102,"Census Tract 131.02, Erie County, New York",2982,139,2914,145,68,55
1400000US36029013201,36029013201,"Census Tract 132.01, Erie County, New York",2486,102,1804,153,682,126
1400000US36029013202,36029013202,"Census Tract 132.02, Erie County, New York",1923,83,1592,90,331,78
1400000US36029013300,36029013300,"Census Tract 133, Erie County, New York",1442,87,1123,91,319,82
1400000US36029013400,36029013400,"Census Tract 134, Erie County, New York",2712,169,1930,174,782,155
1400000US36029013501,36029013501,"Census Tract 135.01, Erie County, New York",2779,136,2243,135,536,147
1400000US36029013502,36029013502,"Census Tract 135.02, Erie County, New York",2421,70,2294,92,127,81
1400000US36029013600,36029013600,"Census Tract 136, Erie County, New York",1170,127,801,113,369,84
1400000US36029013701,36029013701,"Census Tract 137.01, Erie County, New York",2717,148,1956,182,761,169
1400000US36029013702,36029013702,"Census Tract 137.02, Erie County, New York",2382,123,1530,110,852,139
1400000US36029013800,36029013800,"Census Tract 138, Erie County, New York",3058,166,2574,182,484,144
1400000US36029013900,36029013900,"Census Tract 139, Erie County, New York",893,83,711,76,182,43
1400000US36029014000,36029014000,"Census Tract 140, Erie County, New York",1500,111,1112,108,388,78
1400000US36029014101,36029014101,"Census Tract 141.01, Erie County, New York",2551,134,2350,135,201,98
1400000US36029014102,36029014102,"Census Tract 141.02, Erie County, New York",2368,138,1895,162,473,160
1400000US36029014204,36029014204,"Census Tract 142.04, Erie County, New York",1875,96,1334,93,541,99
1400000US36029014206,36029014206,"Census Tract 142.06, Erie County, New York",2521,105,2482,101,39,52
1400000US36029014207,36029014207,"Census Tract 142.07, Erie County, New York",2434,95,1638,103,796,106
1400000US36029014208,36029014208,"Census Tract 142.08, Erie County, New York",2199,107,1973,136,226,125
1400000US36029014209,36029014209,"Census Tract 142.09, Erie County, New York",1534,75,1336,103,198,85
1400000US36029014300,36029014300,"Census Tract 143, Erie County, New York",2608,146,2130,166,478,147
1400000US36029014400,36029014400,"Census Tract 144, Erie County, New York",1913,111,1103,130,810,138
1400000US36029014501,36029014501,"Census Tract 145.01, Erie County, New York",1549,99,1255,111,294,82
1400000US36029014502,36029014502,"Census Tract 145.02, Erie County, New York",1089,90,399,78,690,101
1400000US36029014601,36029014601,"Census Tract 146.01, Erie County, New York",2196,98,1627,126,569,119
1400000US36029014603,36029014603,"Census Tract 146.03, Erie County, New York",1612,83,1492,90,120,60
1400000US36029014604,36029014604,"Census Tract 146.04, Erie County, New York",2941,103,2452,143,489,112
1400000US36029014701,36029014701,"Census Tract 147.01, Erie County, New York",2011,85,1851,99,160,77
1400000US36029014702,36029014702,"Census Tract 147.02, Erie County, New York",3157,124,2673,143,484,114
1400000US36029014801,36029014801,"Census Tract 148.01, Erie County, New York",1102,108,648,99,454,82
1400000US36029014803,36029014803,"Census Tract 148.03, Erie County, New York",2671,158,2281,226,390,178
1400000US36029014901,36029014901,"Census Tract 149.01, Erie County, New York",1190,56,803,81,387,82
1400000US36029014903,36029014903,"Census Tract 149.03, Erie County, New York",2013,148,1767,161,246,92
1400000US36029014904,36029014904,"Census Tract 149.04, Erie County, New York",0,11,0,11,0,11
1400000US36029015001,36029015001,"Census Tract 150.01, Erie County, New York",2138,107,2009,145,129,95
1400000US36029015002,36029015002,"Census Tract 150.02, Erie County, New York",1177,61,1078,76,99,51
1400000US36029015003,36029015003,"Census Tract 150.03, Erie County, New York",1467,106,1163,112,304,91
1400000US36029015101,36029015101,"Census Tract 151.01, Erie County, New York",1339,93,1093,110,246,86
1400000US36029015102,36029015102,"Census Tract 151.02, Erie County, New York",999,95,856,102,143,48
1400000US36029015201,36029015201,"Census Tract 152.01, Erie County, New York",1309,87,1224,90,85,44
1400000US36029015202,36029015202,"Census Tract 152.02, Erie County, New York",2135,133,1655,137,480,132
1400000US36029015301,36029015301,"Census Tract 153.01, Erie County, New York",1903,117,1642,135,261,92
1400000US36029015302,36029015302,"Census Tract 153.02, Erie County, New York",1211,59,983,82,228,67
1400000US36029015401,36029015401,"Census Tract 154.01, Erie County, New York",1087,64,863,88,224,75
1400000US36029015402,36029015402,"Census Tract 154.02, Erie County, New York",2050,130,1849,171,201,133
1400000US36029015501,36029015501,"Census Tract 155.01, Erie County, New York",815,73,560,70,255,87
1400000US36029015503,36029015503,"Census Tract 155.03, Erie County, New York",1184,89,957,98,227,90
1400000US36029015504,36029015504,"Census Tract 155.04, Erie County, New York",1691,116,1503,133,188,64
1400000US36029015600,36029015600,"Census Tract 156, Erie County, New York",961,103,748,100,213,65
1400000US36029015700,36029015700,"Census Tract 157, Erie County, New York",1293,100,1095,97,198,60
1400000US36029015800,36029015800,"Census Tract 158, Erie County, New York",1765,88,1520,107,245,91
1400000US36029015900,36029015900,"Census Tract 159, Erie County, New York",1844,157,1119,143,725,106
1400000US36029016100,36029016100,"Census Tract 161, Erie County, New York",8,9,8,9,0,11
1400000US36029016200,36029016200,"Census Tract 162, Erie County, New York",935,71,634,77,301,69
1400000US36029016300,36029016300,"Census Tract 163, Erie County, New York",906,115,488,104,418,141
1400000US36029016400,36029016400,"Census Tract 164, Erie County, New York",1346,144,404,105,942,155
1400000US36029016500,36029016500,"Census Tract 165, Erie County, New York",711,78,57,38,654,83
1400000US36029016600,36029016600,"Census Tract 166, Erie County, New York",1149,122,613,102,536,108
1400000US36029016700,36029016700,"Census Tract 167, Erie County, New York",1060,108,648,97,412,115
1400000US36029016800,36029016800,"Census Tract 168, Erie County, New York",1494,173,557,128,937,190
1400000US36029016900,36029016900,"Census Tract 169, Erie County, New York",1514,133,635,115,879,148
1400000US36029017000,36029017000,"Census Tract 170, Erie County, New York",1218,99,647,119,571,119
1400000US36029017100,36029017100,"Census Tract 171, Erie County, New York",1485,160,523,113,962,160
1400000US36029017200,36029017200,"Census Tract 172, Erie County, New York",1053,81,549,79,504,97
1400000US36029017300,36029017300,"Census Tract 173, Erie County, New York",2832,151,2437,172,395,135
1400000US36029017400,36029017400,"Census Tract 174, Erie County, New York",1412,103,532,115,880,141
1400000US36029017501,36029017501,"Census Tract 175.01, Erie County, New York",677,71,421,53,256,63
1400000US36029017502,36029017502,"Census Tract 175.02, Erie County, New York",956,97,827,91,129,53
1400000US36029940000,36029940000,"Census Tract 9400, Erie County, New York",785,78,598,66,187,50
1400000US36029940100,36029940100,"Census Tract 9401, Erie County, New York",1,4,1,4,0,11
1400000US36029990000,36029990000,"Census Tract 9900, Erie County, New York",0,11,0,11,0,11
1400000US36031960100,36031960100,"Census Tract 9601, Essex County, New York",1024,85,835,81,189,49
1400000US36031960200,36031960200,"Census Tract 9602, Essex County, New York",1075,106,871,102,204,73
1400000US36031960300,36031960300,"Census Tract 9603, Essex County, New York",1264,89,987,81,277,64
1400000US36031960498,36031960498,"Census Tract 9604.98, Essex County, New York",1120,145,630,103,490,118
1400000US36031960598,36031960598,"Census Tract 9605.98, Essex County, New York",1756,165,1071,142,685,141
1400000US36031960700,36031960700,"Census Tract 9607, Essex County, New York",751,64,644,60,107,40
1400000US36031960800,36031960800,"Census Tract 9608, Essex County, New York",923,86,766,88,157,58
1400000US36031960900,36031960900,"Census Tract 9609, Essex County, New York",1603,106,1235,105,368,77
1400000US36031961000,36031961000,"Census Tract 9610, Essex County, New York",1806,140,1386,132,420,122
1400000US36031961100,36031961100,"Census Tract 9611, Essex County, New York",741,61,597,67,144,50
1400000US36031961200,36031961200,"Census Tract 9612, Essex County, New York",2055,187,1613,199,442,145
1400000US36031961300,36031961300,"Census Tract 9613, Essex County, New York",502,90,397,78,105,45
1400000US36031961400,36031961400,"Census Tract 9614, Essex County, New York",637,52,568,50,69,25
1400000US36033940000,36033940000,"Census Tract 9400, Franklin County, New York",1180,201,910,209,270,150
1400000US36033950100,36033950100,"Census Tract 9501, Franklin County, New York",1898,93,1465,89,433,63
1400000US36033950200,36033950200,"Census Tract 9502, Franklin County, New York",1954,124,1491,104,463,84
1400000US36033950300,36033950300,"Census Tract 9503, Franklin County, New York",2213,159,1686,170,527,105
1400000US36033950400,36033950400,"Census Tract 9504, Franklin County, New York",2142,167,1654,193,488,144
1400000US36033950501,36033950501,"Census Tract 9505.01, Franklin County, New York",1469,136,659,108,810,138
1400000US36033950502,36033950502,"Census Tract 9505.02, Franklin County, New York",686,96,621,92,65,41
1400000US36033950600,36033950600,"Census Tract 9506, Franklin County, New York",763,57,658,57,105,35
1400000US36033950700,36033950700,"Census Tract 9507, Franklin County, New York",947,75,795,71,152,35
1400000US36033950800,36033950800,"Census Tract 9508, Franklin County, New York",885,71,748,61,137,45
1400000US36033950900,36033950900,"Census Tract 9509, Franklin County, New York",1456,106,897,110,559,102
1400000US36033951000,36033951000,"Census Tract 9510, Franklin County, New York",942,102,563,88,379,105
1400000US36033951100,36033951100,"Census Tract 9511, Franklin County, New York",1478,111,990,104,488,101
1400000US36033951200,36033951200,"Census Tract 9512, Franklin County, New York",943,88,683,86,260,69
1400000US36035970100,36035970100,"Census Tract 9701, Fulton County, New York",1096,79,822,88,274,69
1400000US36035970200,36035970200,"Census Tract 9702, Fulton County, New York",1150,90,888,118,262,95
1400000US36035970300,36035970300,"Census Tract 9703, Fulton County, New York",1585,123,1216,116,369,132
1400000US36035970400,36035970400,"Census Tract 9704, Fulton County, New York",852,66,728,69,124,40
1400000US36035970500,36035970500,"Census Tract 9705, Fulton County, New York",1635,106,1458,99,177,48
1400000US36035970600,36035970600,"Census Tract 9706, Fulton County, New York",2939,188,2650,231,289,107
1400000US36035970700,36035970700,"Census Tract 9707, Fulton County, New York",1500,127,630,120,870,137
1400000US36035970800,36035970800,"Census Tract 9708, Fulton County, New York",1162,105,561,112,601,130
1400000US36035970900,36035970900,"Census Tract 9709, Fulton County, New York",1427,110,743,84,684,129
1400000US36035971000,36035971000,"Census Tract 9710, Fulton County, New York",1125,91,723,83,402,110
1400000US36035971100,36035971100,"Census Tract 9711, Fulton County, New York",1100,98,565,106,535,99
1400000US36035971200,36035971200,"Census Tract 9712, Fulton County, New York",1542,116,885,122,657,116
1400000US36035971300,36035971300,"Census Tract 9713, Fulton County, New York",1869,114,1180,149,689,169
1400000US36035971400,36035971400,"Census Tract 9714, Fulton County, New York",1373,87,1175,94,198,85
1400000US36035971500,36035971500,"Census Tract 9715, Fulton County, New York",2180,115,1861,128,319,100
1400000US36037940100,36037940100,"Census Tract 9401, Genesee County, New York",262,63,211,54,51,27
1400000US36037950100,36037950100,"Census Tract 9501, Genesee County, New York",2025,115,1597,130,428,96
1400000US36037950200,36037950200,"Census Tract 9502, Genesee County, New York",1990,97,1610,132,380,84
1400000US36037950300,36037950300,"Census Tract 9503, Genesee County, New York",2376,134,1914,154,462,99
1400000US36037950400,36037950400,"Census Tract 9504, Genesee County, New York",3134,198,2683,233,451,172
1400000US36037950500,36037950500,"Census Tract 9505, Genesee County, New York",1165,79,624,88,541,90
1400000US36037950600,36037950600,"Census Tract 9506, Genesee County, New York",871,68,472,55,399,66
1400000US36037950700,36037950700,"Census Tract 9507, Genesee County, New York",909,98,403,72,506,100
1400000US36037950800,36037950800,"Census Tract 9508, Genesee County, New York",1075,86,516,70,559,107
1400000US36037950900,36037950900,"Census Tract 9509, Genesee County, New York",1018,78,526,63,492,80
1400000US36037951000,36037951000,"Census Tract 9510, Genesee County, New York",1041,75,478,86,563,109
1400000US36037951100,36037951100,"Census Tract 9511, Genesee County, New York",2201,129,1820,147,381,123
1400000US36037951200,36037951200,"Census Tract 9512, Genesee County, New York",2032,134,1285,149,747,134
1400000US36037951300,36037951300,"Census Tract 9513, Genesee County, New York",1726,75,1429,75,297,58
1400000US36037951400,36037951400,"Census Tract 9514, Genesee County, New York",2126,84,1801,102,325,70
1400000US36039080100,36039080100,"Census Tract 801, Greene County, New York",1177,89,1128,93,49,36
1400000US36039080201,36039080201,"Census Tract 802.01, Greene County, New York",1347,108,1109,126,238,84
1400000US36039080202,36039080202,"Census Tract 802.02, Greene County, New York",926,98,758,87,168,61
1400000US36039080300,36039080300,"Census Tract 803, Greene County, New York",1238,99,1059,95,179,43
1400000US36039080401,36039080401,"Census Tract 804.01, Greene County, New York",1198,153,852,152,346,106
1400000US36039080402,36039080402,"Census Tract 804.02, Greene County, New York",994,92,913,93,81,29
1400000US36039080501,36039080501,"Census Tract 805.01, Greene County, New York",958,107,751,105,207,84
1400000US36039080502,36039080502,"Census Tract 805.02, Greene County, New York",1326,143,963,142,363,106
1400000US36039080600,36039080600,"Census Tract 806, Greene County, New York",1101,127,917,120,184,81
1400000US36039080700,36039080700,"Census Tract 807, Greene County, New York",1099,115,679,86,420,102
1400000US36039080800,36039080800,"Census Tract 808, Greene County, New York",0,11,0,11,0,11
1400000US36039080900,36039080900,"Census Tract 809, Greene County, New York",1453,155,1138,147,315,63
1400000US36039081000,36039081000,"Census Tract 810, Greene County, New York",1764,227,778,187,986,176
1400000US36039081101,36039081101,"Census Tract 811.01, Greene County, New York",1638,134,1249,138,389,103
1400000US36039081102,36039081102,"Census Tract 811.02, Greene County, New York",887,96,666,97,221,93
1400000US36041950100,36041950100,"Census Tract 9501, Hamilton County, New York",172,29,152,26,20,9
1400000US36041950300,36041950300,"Census Tract 9503, Hamilton County, New York",293,57,242,49,51,31
1400000US36041950400,36041950400,"Census Tract 9504, Hamilton County, New York",397,67,342,57,55,22
1400000US36041950500,36041950500,"Census Tract 9505, Hamilton County, New York",233,38,191,36,42,24
1400000US36043010100,36043010100,"Census Tract 101, Herkimer County, New York",2344,87,1964,86,380,67
1400000US36043010201,36043010201,"Census Tract 102.01, Herkimer County, New York",1419,101,1000,89,419,80
1400000US36043010202,36043010202,"Census Tract 102.02, Herkimer County, New York",1628,106,1311,140,317,115
1400000US36043010300,36043010300,"Census Tract 103, Herkimer County, New York",1917,135,1431,150,486,124
1400000US36043010400,36043010400,"Census Tract 104, Herkimer County, New York",1367,107,653,109,714,111
1400000US36043010501,36043010501,"Census Tract 105.01, Herkimer County, New York",1074,96,584,103,490,104
1400000US36043010502,36043010502,"Census Tract 105.02, Herkimer County, New York",738,72,634,68,104,45
1400000US36043010701,36043010701,"Census Tract 107.01, Herkimer County, New York",1047,92,590,96,457,92
1400000US36043010702,36043010702,"Census Tract 107.02, Herkimer County, New York",837,113,473,91,364,98
1400000US36043010900,36043010900,"Census Tract 109, Herkimer County, New York",1296,69,1123,66,173,39
1400000US36043011001,36043011001,"Census Tract 110.01, Herkimer County, New York",947,89,641,90,306,66
1400000US36043011002,36043011002,"Census Tract 110.02, Herkimer County, New York",1142,81,999,91,143,59
1400000US36043011100,36043011100,"Census Tract 111, Herkimer County, New York",978,115,281,83,697,116
1400000US36043011200,36043011200,"Census Tract 112, Herkimer County, New York",2469,193,1265,165,1204,212
1400000US36043011301,36043011301,"Census Tract 113.01, Herkimer County, New York",717,78,617,76,100,38
1400000US36043011302,36043011302,"Census Tract 113.02, Herkimer County, New York",1397,101,1163,123,234,96
1400000US36043011400,36043011400,"Census Tract 114, Herkimer County, New York",1757,76,1513,77,244,57
1400000US36043011501,36043011501,"Census Tract 115.01, Herkimer County, New York",1280,81,1098,75,182,54
1400000US36043011502,36043011502,"Census Tract 115.02, Herkimer County, New York",833,115,713,113,120,59
1400000US36045060100,36045060100,"Census Tract 601, Jefferson County, New York",1766,121,1435,102,331,78
1400000US36045060200,36045060200,"Census Tract 602, Jefferson County, New York",2614,175,2043,148,571,124
1400000US36045060300,36045060300,"Census Tract 603, Jefferson County, New York",1667,124,1345,113,322,70
1400000US36045060400,36045060400,"Census Tract 604, Jefferson County, New York",2502,197,1747,142,755,148
1400000US36045060500,36045060500,"Census Tract 605, Jefferson County, New York",1697,158,1182,161,515,173
1400000US36045060600,36045060600,"Census Tract 606, Jefferson County, New York",2776,189,932,108,1844,208
1400000US36045060700,36045060700,"Census Tract 607, Jefferson County, New York",1709,114,1235,129,474,92
1400000US36045060803,36045060803,"Census Tract 608.03, Jefferson County, New York",2020,184,26,28,1994,191
1400000US36045060804,36045060804,"Census Tract 608.04, Jefferson County, New York",1404,144,42,52,1362,132
1400000US36045060900,36045060900,"Census Tract 609, Jefferson County, New York",2143,199,1121,177,1022,182
1400000US36045061000,36045061000,"Census Tract 610, Jefferson County, New York",1504,140,806,130,698,151
1400000US36045061100,36045061100,"Census Tract 611, Jefferson County, New York",2103,158,1365,136,738,145
1400000US36045061200,36045061200,"Census Tract 612, Jefferson County, New York",1262,110,404,82,858,114
1400000US36045061300,36045061300,"Census Tract 613, Jefferson County, New York",1213,136,532,106,681,141
1400000US36045061400,36045061400,"Census Tract 614, Jefferson County, New York",1548,124,609,128,939,142
1400000US36045061500,36045061500,"Census Tract 615, Jefferson County, New York",1775,170,622,111,1153,181
1400000US36045061600,36045061600,"Census Tract 616, Jefferson County, New York",1565,123,1189,126,376,91
1400000US36045061700,36045061700,"Census Tract 617, Jefferson County, New York",1049,107,865,106,184,51
1400000US36045061800,36045061800,"Census Tract 618, Jefferson County, New York",2903,220,2025,220,878,201
1400000US36045061900,36045061900,"Census Tract 619, Jefferson County, New York",1556,120,926,114,630,135
1400000US36045062100,36045062100,"Census Tract 621, Jefferson County, New York",2015,221,433,174,1582,224
1400000US36045062200,36045062200,"Census Tract 622, Jefferson County, New York",1754,139,954,148,800,159
1400000US36045062400,36045062400,"Census Tract 624, Jefferson County, New York",1542,109,1273,115,269,99
1400000US36045062500,36045062500,"Census Tract 625, Jefferson County, New York",1111,105,893,100,218,57
1400000US36045980000,36045980000,"Census Tract 9800, Jefferson County, New York",8,13,8,13,0,11
1400000US36045990001,36045990001,"Census Tract 9900.01, Jefferson County, New York",0,11,0,11,0,11
1400000US36047000100,36047000100,"Census Tract 1, Kings County, New York",2184,115,1044,186,1140,200
1400000US36047000200,36047000200,"Census Tract 2, Kings County, New York",377,42,62,29,315,48
1400000US36047000301,36047000301,"Census Tract 3.01, Kings County, New York",1865,165,1216,182,649,135
1400000US36047000501,36047000501,"Census Tract 5.01, Kings County, New York",1772,108,766,115,1006,118
1400000US36047000502,36047000502,"Census Tract 5.02, Kings County, New York",1560,79,596,97,964,100
1400000US36047000700,36047000700,"Census Tract 7, Kings County, New York",1781,131,790,121,991,149
1400000US36047000900,36047000900,"Census Tract 9, Kings County, New York",1953,154,682,127,1271,168
1400000US36047001100,36047001100,"Census Tract 11, Kings County, New York",655,45,17,12,638,45
1400000US36047001300,36047001300,"Census Tract 13, Kings County, New York",914,59,795,58,119,42
1400000US36047001500,36047001500,"Census Tract 15, Kings County, New York",3185,147,629,115,2556,161
1400000US36047001800,36047001800,"Census Tract 18, Kings County, New York",0,11,0,11,0,11
1400000US36047002000,36047002000,"Census Tract 20, Kings County, New York",381,47,65,30,316,51
1400000US36047002100,36047002100,"Census Tract 21, Kings County, New York",1993,138,778,108,1215,136
1400000US36047002200,36047002200,"Census Tract 22, Kings County, New York",1638,79,478,88,1160,115
1400000US36047002300,36047002300,"Census Tract 23, Kings County, New York",1601,57,41,39,1560,72
1400000US36047002901,36047002901,"Census Tract 29.01, Kings County, New York",1320,44,8,14,1312,47
1400000US36047003000,36047003000,"Census Tract 30, Kings County, New York",685,53,374,53,311,60
1400000US36047003100,36047003100,"Census Tract 31, Kings County, New York",1012,81,669,82,343,71
1400000US36047003300,36047003300,"Census Tract 33, Kings County, New York",1773,106,495,125,1278,140
1400000US36047003400,36047003400,"Census Tract 34, Kings County, New York",1313,107,681,103,632,96
1400000US36047003500,36047003500,"Census Tract 35, Kings County, New York",856,61,232,51,624,69
1400000US36047003600,36047003600,"Census Tract 36, Kings County, New York",1814,89,890,126,924,121
1400000US36047003700,36047003700,"Census Tract 37, Kings County, New York",572,50,160,30,412,50
1400000US36047003800,36047003800,"Census Tract 38, Kings County, New York",620,59,378,47,242,60
1400000US36047003900,36047003900,"Census Tract 39, Kings County, New York",1184,67,328,89,856,96
1400000US36047004100,36047004100,"Census Tract 41, Kings County, New York",1420,103,473,116,947,132
1400000US36047004300,36047004300,"Census Tract 43, Kings County, New York",1575,102,480,79,1095,112
1400000US36047004400,36047004400,"Census Tract 44, Kings County, New York",944,60,708,57,236,55
1400000US36047004500,36047004500,"Census Tract 45, Kings County, New York",1685,92,739,98,946,115
1400000US36047004600,36047004600,"Census Tract 46, Kings County, New York",522,40,416,44,106,45
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",797,58,277,62,520,58
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",986,87,457,96,529,101
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",979,106,510,88,469,107
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",1101,78,440,107,661,115
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1041,95,202,64,839,94
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",1412,73,684,91,728,93
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",954,63,308,55,646,79
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",1558,106,459,87,1099,110
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",1376,95,504,109,872,114
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",846,71,343,62,503,76
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",1410,114,342,82,1068,118
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",606,50,69,46,537,52
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",958,90,262,82,696,110
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",1149,89,276,65,873,103
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",881,68,284,59,597,68
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",1361,122,731,136,630,125
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",2423,165,924,184,1499,195
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",1478,96,329,99,1149,122
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",1557,73,657,108,900,110
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",1775,123,463,93,1312,137
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",1686,80,541,113,1145,128
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",1045,64,567,83,478,87
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",1755,83,227,82,1528,103
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",596,53,49,34,547,48
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",1418,110,254,68,1164,110
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",1970,174,851,160,1119,186
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",1379,85,336,102,1043,104
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",2066,127,701,157,1365,196
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",1482,100,376,89,1106,125
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",1208,83,396,83,812,110
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",1408,78,184,86,1224,110
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",1137,70,291,97,846,113
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",3114,60,0,16,3114,60
1400000US36047008600,36047008600,"Census Tract 86, Kings County, New York",0,11,0,11,0,11
1400000US36047008800,36047008800,"Census Tract 88, Kings County, New York",1184,75,548,105,636,120
1400000US36047009000,36047009000,"Census Tract 90, Kings County, New York",906,47,189,64,717,78
1400000US36047009200,36047009200,"Census Tract 92, Kings County, New York",1679,69,337,86,1342,102
1400000US36047009400,36047009400,"Census Tract 94, Kings County, New York",1474,93,377,92,1097,123
1400000US36047009600,36047009600,"Census Tract 96, Kings County, New York",1914,106,418,113,1496,154
1400000US36047009800,36047009800,"Census Tract 98, Kings County, New York",1692,111,304,101,1388,132
1400000US36047010000,36047010000,"Census Tract 100, Kings County, New York",1708,122,388,94,1320,134
1400000US36047010100,36047010100,"Census Tract 101, Kings County, New York",1457,68,421,90,1036,116
1400000US36047010200,36047010200,"Census Tract 102, Kings County, New York",1304,105,335,81,969,111
1400000US36047010400,36047010400,"Census Tract 104, Kings County, New York",1586,95,381,92,1205,111
1400000US36047010600,36047010600,"Census Tract 106, Kings County, New York",1315,108,261,98,1054,117
1400000US36047010800,36047010800,"Census Tract 108, Kings County, New York",1353,95,346,89,1007,122
1400000US36047011000,36047011000,"Census Tract 110, Kings County, New York",627,54,219,57,408,71
1400000US36047011200,36047011200,"Census Tract 112, Kings County, New York",1983,87,233,73,1750,108
1400000US36047011400,36047011400,"Census Tract 114, Kings County, New York",1126,83,329,95,797,119
1400000US36047011600,36047011600,"Census Tract 116, Kings County, New York",1076,110,204,78,872,124
1400000US36047011700,36047011700,"Census Tract 117, Kings County, New York",1231,110,395,93,836,133
